Country;Bending;Reuse;Variance;Covariance;Year;Exports;Imports;Consumption;Max Flow
LVA;0.369921875;0.354025174;1.37E-04;7.12E-04;2000;3038.653794;3394.637872;7853.099389;1869.324713
MEX;0.585546875;0.451606064;5.72E-04;4.14E-04;2000;170880.4244;173118.3598;632925.8273;111526.0079
MLT;0.603613281;0.673844473;1.14E-04;-5.62E-04;2000;2854.0371;3538.135735;4399.700605;2222.90199
NLD;0.392578125;0.426367661;1.41E-04;-5.47E-04;2000;214498.0794;183369.4879;339053.4985;123940.113
POL;0.525683594;0.465257302;1.64E-04;-1.91E-04;2000;46634.02225;55163.60326;171262.6316;35682.97732
PRT;0.517480469;0.454583469;1.42E-04;-0.001020214;2000;29622.07326;43173.78916;119737.004;22997.85894
ROM;0.330859375;0.345301544;1.60E-04;0.002042413;2000;11602.47669;13620.55735;38002.30738;7790.975042
RUS;0.044140625;0.105893839;1.50E-05;-8.55E-04;2000;98756.91533;50383.55027;193819.2247;26373.00663
RoW;0.386328125;0.328436356;5.20E-04;-2.78E-04;2000;1081819.672;1180522.01;3497115.335;736909.5637
SVK;0.409765625;0.537947083;7.24E-05;-0.001485;2000;13620.68796;13679.57571;19898.35712;9312.125898
SVN;0.422265625;0.463268639;1.55E-04;-5.13E-04;2000;9813.223233;10541.53323;19485.72009;6386.732286
SWE;0.413671875;0.394793053;1.39E-04;2.01E-04;2000;110832.7889;89747.9801;213566.1736;60196.85966
TUR;0.549121094;0.403039815;3.56E-04;-4.41E-04;2000;42466.72652;59045.72605;285000.2856;36649.84982
TWN;0.391796875;0.423183611;1.80E-04;3.74E-04;2000;171728.8794;155143.6625;305064.8266;95276.48991
USA;0.475390625;0.207061779;3.10E-04;-0.004257215;2000;982508.5952;1316038.533;1.03E+07;686314.8604
AUS;0.324609375;0.200851638;6.39E-05;6.37E-04;2001;80344.70151;75165.02775;357850.4484;40754.69543
AUT;0.427734375;0.385178763;9.10E-05;2.81E-04;2001;82279.57;78919.83621;178047.3424;45839.06758
BEL;0.415234375;0.493370945;9.08E-05;5.86E-05;2001;162421.3001;146747.6892;207806.9715;96940.95746
BGR;0.449609375;0.502137365;1.26E-04;0.001723227;2001;6298.970055;7146.014932;13754.04926;4571.114421
BRA;0.530957031;0.312384639;3.29E-04;0.002762966;2001;67952.38711;71207.59381;524948.7217;46190.23045
CAN;0.362890625;0.314824774;1.63E-04;-3.11E-04;2001;305527.0157;251390.9901;639453.2579;144332.9322
CHN;0.301855469;0.258428924;9.48E-05;-0.003671911;2001;299418.6308;254919.0421;1291500.574;181482.8674
CYP;0.578515625;0.453536907;4.14E-04;-7.56E-04;2001;2290.774629;4402.200665;11168.90887;1852.598753
CZE;0.355078125;0.511724815;1.18E-04;-1.44E-04;2001;37945.06749;39436.94014;61739.48365;27521.50764
DEU;0.437890625;0.318150455;1.21E-04;-7.09E-04;2001;636044.3189;543158.2624;1702420.989;303457.1228
DNK;0.447265625;0.375092254;1.92E-04;-7.96E-04;2001;68753.71762;56392.82017;135520.8895;35435.78483
ESP;0.491015625;0.405407271;2.65E-04;-5.52E-04;2001;144886.6027;177717.6901;614327.3289;106899.6578
EST;0.281347656;0.398050953;1.61E-04;1.63E-04;2001;4159.169107;4409.531793;7253.066265;2719.559926
FIN;0.362109375;0.319733174;1.28E-04;0.002625812;2001;50362.37248;37248.94766;104350.8118;25424.35425
FRA;0.541503906;0.379732271;6.50E-04;0.001027506;2001;348539.9871;326535.269;1249702.372;196345.3123
GBR;0.392578125;0.266324989;9.95E-05;-1.84E-04;2001;368615.6042;369101.9534;1396650.19;187594.8054
GRC;0.541503906;0.423003501;4.96E-04;4.21E-04;2001;19156.71434;42303.49184;144930.1034;14994.34275
HUN;0.522753906;0.622361054;1.77E-04;7.93E-04;2001;33065.22711;35449.81289;52760.47453;26369.15108
IDN;0.249609375;0.259084957;1.10E-04;8.01E-05;2001;64404.52442;48730.33103;155746.0478;34191.30691
IND;0.499609375;0.306814247;3.53E-04;0.001004652;2001;66875.41961;65686.08326;490299.2106;51654.24331
IRL;0.270800781;0.489773237;1.03E-04;6.80E-04;2001;96846.79449;77624.12083;80829.90522;55534.86813
ITA;0.459765625;0.361272619;3.39E-04;-0.002678538;2001;278622.9269;266618.6948;1050612.052;160528.3275
JPN;0.467578125;0.182111683;2.74E-04;-2.83E-04;2001;433152.0758;364150.9063;3991520.168;221609.0481
KOR;0.419140625;0.407327632;4.49E-04;-0.001806984;2001;174125.4654;153240.2598;461091.7563;115289.6809
LTU;0.531542969;0.501437037;1.36E-04;-0.001231037;2001;5178.134829;6119.83123;12226.03114;3540.829153
LUX;0.348828125;0.620066463;5.79E-05;-2.48E-04;2001;25487.49739;22774.63879;16441.06861;16893.30151
LVA;0.348828125;0.350034916;1.40E-04;-3.03E-05;2001;3223.638182;3832.066553;8576.6118;2030.759442
MEX;0.594921875;0.439275536;6.27E-04;0.001559918;2001;162550.578;167753.0277;675113.1231;105444.0513
MLT;0.504003906;0.564373669;1.09E-04;4.92E-04;2001;2432.66008;2954.389474;4103.674311;1683.209934
NLD;0.387109375;0.412796913;1.46E-04;5.61E-04;2001;210812.1023;178768.266;350403.0784;121900.3407
POL;0.487109375;0.416241704;1.47E-04;2.69E-04;2001;51317.55556;55959.02231;185994.3515;35988.25348
PRT;0.522753906;0.453160573;1.53E-04;8.74E-04;2001;29274.90307;42744.25078;122427.703;22830.34378
ROM;0.376171875;0.385908791;1.24E-04;6.85E-04;2001;12503.77682;15604.3429;41954.28869;9123.19573
RUS;0.027734375;0.100156623;1.36E-05;1.69E-04;2001;96552.6466;59432.23935;250229.086;30290.12604
RoW;0.380859375;0.327260345;4.37E-04;0.001114989;2001;1089314.484;1176110.285;3462615.69;733565.2242
SVK;0.470703125;0.598234708;5.63E-05;-1.53E-04;2001;14490.77189;15893.35326;21818.55213;10693.61764
SVN;0.411328125;0.451927447;1.47E-04;-1.69E-04;2001;10317.84633;10558.60975;19437.7605;6415.809846
SWE;0.409765625;0.395696269;1.44E-04;-0.001453184;2001;100696.1852;81785.02232;195954.9123;55460.05525
TUR;0.508691406;0.386150094;2.50E-04;8.16E-04;2001;42518.73257;44933.31134;205957.3387;30880.18373
TWN;0.402734375;0.404236074;2.13E-04;0.001052385;2001;145951.6671;123737.8859;269485.3594;78351.65847
USA;0.484765625;0.193820922;2.96E-04;-0.001540074;2001;924669.562;1252718.027;1.06E+07;633097.6999
AUS;0.324609375;0.200308002;6.92E-05;0.001248891;2002;82430.87309;85725.69365;407371.8963;45072.54789
AUT;0.412109375;0.368712071;9.66E-05;0.001408487;2002;90534.7975;82047.73501;188727.6111;48363.58176
BEL;0.405859375;0.470683543;8.76E-05;7.72E-04;2002;170547.5429;148688.6601;221265.3695;98098.11221
BGR;0.449609375;0.497365294;1.07E-04;0.001327212;2002;7064.93907;7993.224397;15463.85464;5106.372273
BRA;0.499609375;0.279205188;2.86E-04;0.001382231;2002;73652.59556;62298.82792;479588.0572;42628.30556
CAN;0.376171875;0.313465409;1.65E-04;0.001088542;2002;293340.3367;248272.0185;664046.6973;140795.2649
CHN;0.298925781;0.271238517;9.24E-05;0.001105698;2002;365404.4896;308463.6009;1410276.353;218173.1285
CYP;0.562890625;0.440846485;3.52E-04;-2.72E-04;2002;2303.295668;4735.103622;12254.66692;1881.632159
CZE;0.362109375;0.498518829;1.21E-04;0.00202127;2002;43184.00164;44180.7671;74490.59184;30711.49437
DEU;0.425390625;0.291043766;1.21E-04;-7.56E-04;2002;695201.3519;547031.8749;1773984.124;302205.2362
DNK;0.434765625;0.3583298;1.62E-04;-1.50E-04;2002;72415.78543;60285.70185;148223.2245;36300.58528
ESP;0.473828125;0.383847534;2.59E-04;-7.12E-04;2002;158476.8539;190692.8775;690202.1755;114556.962
EST;0.437109375;0.545568784;1.04E-04;0.002030977;2002;4530.157915;5149.83355;7748.970131;3297.455103
FIN;0.369921875;0.323084726;1.25E-04;2.00E-04;2002;53089.83085;39039.11954;113693.8613;27353.21794
FRA;0.542675781;0.366287216;6.48E-04;0.001326148;2002;366869.0995;338917.4545;1361082.583;201728.1885
GBR;0.393359375;0.252375458;9.76E-05;5.49E-04;2002;386747.8021;391838.9269;1543668.655;191525.2878
GRC;0.540332031;0.403044409;5.85E-04;0.001980468;2002;19530.93184;46533.92058;165801.4411;16115.45103
HUN;0.512792969;0.586167195;1.78E-04;-9.41E-04;2002;37475.64577;39852.58873;65404.65;28864.2966
IDN;0.283105469;0.248257394;1.01E-04;-6.88E-04;2002;65533.69228;50158.93676;191703.7421;35793.51384
IND;0.480859375;0.299903084;3.42E-04;0.003356634;2002;77841.12643;74883.58615;513912.9807;58718.86476
IRL;0.269042969;0.455632752;1.06E-04;-5.59E-04;2002;104885.7731;80475.66488;91887.40674;56780.70475
ITA;0.453515625;0.344503092;3.47E-04;-6.69E-04;2002;289676.9734;280372.8447;1153495.078;162298.9634
JPN;0.450390625;0.168939783;1.94E-04;-0.001240741;2002;446074.5307;353103.8822;3806119.986;212207.4155
KOR;0.427734375;0.397237026;4.37E-04;0.001992202;2002;186166.485;164700.9696;530535.9888;120941.1258
LTU;0.521582031;0.491798536;1.18E-04;2.88E-04;2002;5887.629946;7063.114222;14340.99545;4087.760154
LUX;0.347265625;0.603063491;5.75E-05;-8.56E-04;2002;27500.24423;24223.12188;18267.21215;17732.87566
LVA;0.362109375;0.350904528;1.84E-04;0.001275359;2002;3536.301873;4288.250719;9673.891489;2248.811103
MEX;0.603613281;0.433931039;6.29E-04;-1.63E-04;2002;165015.3469;168269.4967;706166.7283;105129.1208
MLT;0.479296875;0.535362394;1.19E-04;6.43E-05;2002;2722.825147;3079.715179;4315.816076;1772.813684
NLD;0.380078125;0.390569822;1.22E-04;-3.77E-04;2002;222189.926;184656.7664;382162.0208;123315.6235
POL;0.487890625;0.419727458;1.14E-04;-0.002052654;2002;55901.68955;60262.95301;192221.6466;38266.25682
PRT;0.527441406;0.442820228;1.55E-04;0.001227405;2002;31937.37509;44343.79757;132773.1569;24109.22545
ROM;0.374609375;0.379636081;8.80E-05;0.001014028;2002;14965.50886;17610.5644;46552.70044;10151.04531
RUS;0.061279297;0.095970389;1.22E-05;-2.63E-04;2002;104700.008;70062.75771;291455.6005;30896.83835
RoW;0.376171875;0.339385518;4.15E-04;7.18E-04;2002;1102602.173;1252451.881;3502244.217;770981.927
SVK;0.477734375;0.59871215;7.92E-05;1.61E-04;2002;16402.09522;17703.81389;25054.60725;12009.51556
SVN;0.391015625;0.436261724;1.36E-04;-4.50E-04;2002;11657.12105;11480.3333;21538.66534;7072.162024
SWE;0.408203125;0.378198557;1.42E-04;-3.70E-04;2002;106311.6771;85720.06557;216455.7512;57158.44799
TUR;0.535644531;0.424030154;2.82E-04;3.09E-04;2002;42479.09972;49556.91602;228742.3609;33820.77259
TWN;0.401171875;0.414185626;2.21E-04;3.55E-04;2002;156577.8424;128581.8442;269523.4304;85690.01437
USA;0.487890625;0.187206671;2.68E-04;-0.003014037;2002;903145.9309;1281712.502;1.11E+07;626613.6309
AUS;0.357421875;0.206703902;7.64E-05;2.95E-04;2003;95572.91059;103238.4476;527567.9113;53343.20368
AUT;0.430078125;0.386191634;9.96E-05;-0.001236153;2003;109342.605;101992.0016;233888.7454;60400.42128
BEL;0.422265625;0.468372425;1.24E-04;-8.81E-04;2003;200681.0689;175032.7571;273165.8546;115024.3972
BGR;0.434765625;0.502901498;1.07E-04;-0.001138735;2003;9391.07356;10928.73741;20117.13197;6898.5527
BRA;0.480859375;0.266365047;2.35E-04;0.002153126;2003;83307.24626;63637.21007;504215.4839;44205.57602
CAN;0.376171875;0.300406982;1.80E-04;1.04E-05;2003;324753.1756;277697.2775;792259.7725;155512.5657
CHN;0.286621094;0.302749729;1.01E-04;-2.27E-05;2003;485016.1477;422020.1482;1596653.907;298302.051
CYP;0.575390625;0.447064737;4.78E-04;-8.24E-04;2003;2752.519545;5495.712186;15053.91383;2289.064853
CZE;0.357421875;0.500136673;1.27E-04;4.28E-04;2003;53603.64368;54904.77537;90436.65636;38067.41929
DEU;0.430859375;0.297982472;1.21E-04;0.003369513;2003;839065.9504;670655.9697;2155284.322;372674.0094
DNK;0.441015625;0.352023703;1.70E-04;-3.47E-04;2003;85723.88953;69948.60455;180368.2957;42757.38796
ESP;0.475390625;0.379080788;2.75E-04;-8.84E-04;2003;195988.3185;238769.467;886542.6228;141501.2016
EST;0.326171875;0.432985504;8.95E-05;5.91E-04;2003;5829.628298;6606.274869;10850.77906;3801.250179
FIN;0.361328125;0.312218797;1.40E-04;-3.08E-04;2003;61683.81868;48458.45108;140780.4747;31777.20972
FRA;0.547949219;0.36157232;6.66E-04;-6.63E-04;2003;427267.3844;402447.8444;1685735.787;237400.7455
GBR;0.398828125;0.25076899;9.89E-05;-0.001124978;2003;443246.5915;441883.0519;1775141.691;217273.3536
GRC;0.498828125;0.344786827;5.82E-04;-4.51E-04;2003;26264.07584;57366.28945;214448.7785;20503.0116
HUN;0.505175781;0.580658849;1.59E-04;0.001350084;2003;46029.43666;50094.71827;82392.30497;35463.77315
IDN;0.264355469;0.221172541;8.95E-05;-0.001056251;2003;73677.024;52966.54229;224184.9741;39192.70919
IND;0.474609375;0.288670517;3.77E-04;7.07E-04;2003;88181.71299;86656.92136;600627.5499;65958.32115
IRL;0.286621094;0.449709256;9.38E-05;-3.17E-04;2003;125481.4448;96366.19263;120381.6938;68484.66712
ITA;0.462109375;0.347948402;3.88E-04;0.00319255;2003;341425.323;334460.2086;1429106.473;197971.3488
JPN;0.449609375;0.170057678;1.86E-04;0.001743945;2003;508743.9444;393676.234;4098694.595;238492.8695
KOR;0.419140625;0.399178814;3.90E-04;-0.003183746;2003;223611.7559;193962.7438;589295.7101;142887.301
LTU;0.525097656;0.489373005;1.19E-04;4.11E-05;2003;7706.114855;9191.955973;18832.7605;5310.98201
LUX;0.332421875;0.581446928;5.98E-05;4.18E-04;2003;33911.64529;28878.82776;22602.77452;21340.03835
LVA;0.363671875;0.37821673;2.31E-04;6.52E-04;2003;4269.960785;5449.885959;11841.75143;2928.117713
MEX;0.599609375;0.433780301;5.99E-04;0.002321707;2003;168192.9161;170040.2327;688485.0167;107194.4177
MLT;0.476171875;0.531870071;1.18E-04;6.57E-04;2003;3059.045955;3638.929045;5250.780782;2024.692387
NLD;0.390234375;0.392536087;1.19E-04;6.63E-04;2003;266519.6851;222165.9625;470138.6378;148667.6887
POL;0.476171875;0.430433724;9.94E-05;0.001402076;2003;71127.05379;73868.52404;208859.7007;47580.77915
PRT;0.526855469;0.43467743;1.36E-04;-8.49E-04;2003;39403.39183;52010.68674;160004.9294;28522.45601
ROM;0.394140625;0.397113805;9.05E-05;-3.90E-04;2003;18960.54708;23491.87804;61050.26809;13312.19831
RUS;0.070849609;0.105174221;2.11E-05;-9.72E-05;2003;128799.0442;86035.81763;354442.7044;41192.37936
RoW;0.368359375;0.343299794;4.63E-04;4.77E-04;2003;1308815.132;1469827.671;3897372.828;906600.8234
SVK;0.447265625;0.578874551;1.01E-04;-1.48E-04;2003;24339.56125;24067.10256;32019.51301;16962.75058
SVN;0.394921875;0.43585814;1.37E-04;8.10E-04;2003;14287.01245;14456.13812;27479.60204;8750.094478
SWE;0.419140625;0.375905756;1.47E-04;-0.00105163;2003;130882.2972;104826.9429;270777.2145;69286.44931
TUR;0.555859375;0.447754392;2.92E-04;9.66E-04;2003;53189.16485;66806.20872;302309.4846;45359.14141
TWN;0.419140625;0.445851684;2.78E-04;-8.53E-05;2003;172974.5516;142925.5725;275897.0802;98430.05721
USA;0.490234375;0.191689249;2.34E-04;0.001125341;2003;945047.3284;1391176.225;1.16E+07;689335.0196
AUS;0.337890625;0.206707499;8.61E-05;-0.002298675;2004;122754.2931;131595.5837;638026.842;69652.1105
AUT;0.450390625;0.41068299;9.45E-05;-4.75E-04;2004;132051.9312;122693.6605;268179.0542;73833.61137
BEL;0.428515625;0.482662729;1.16E-04;-1.38E-04;2004;238705.535;210429.4954;318086.889;139383.0546
BGR;0.437890625;0.529810648;1.05E-04;-0.001177311;2004;12285.3479;14474.40256;24816.00304;9140.949974
BRA;0.469140625;0.268391241;2.41E-04;-0.003971605;2004;109195.0044;79039.97251;594867.2648;56419.23459
CAN;0.384765625;0.306350533;1.91E-04;-0.001997338;2004;374927.4476;315849.235;901906.7452;180429.0788
CHN;0.287792969;0.347198838;1.26E-04;-0.003321248;2004;655829.1043;570738.9175;1874275.607;433731.8926
CYP;0.563671875;0.418902663;4.25E-04;5.94E-04;2004;3349.81154;6384.311379;17609.64591;2628.696673
CZE;0.344921875;0.510814348;1.01E-04;5.21E-04;2004;73695.66953;72308.16098;105369.9903;50726.35935
DEU;0.430859375;0.312544524;1.14E-04;0.003146457;2004;1007507.328;789020.3602;2400220.703;456004.0249
DNK;0.441796875;0.358153166;1.78E-04;8.98E-05;2004;98085.01848;83296.90795;210178.0645;50375.67555
ESP;0.474609375;0.386941533;2.31E-04;3.53E-05;2004;229314.2113;293693.9717;1060553.813;171883.3366
EST;0.257324219;0.375614026;1.13E-04;-4.47E-04;2004;6843.58027;7725.704456;13743.95698;4345.38182
FIN;0.380859375;0.341031949;1.59E-04;0.002559149;2004;73102.30616;58277.79212;163067.8901;39910.05195
FRA;0.549707031;0.371357076;6.90E-04;0.001070282;2004;492932.3635;476344.714;1940223.45;282204.2433
GBR;0.394140625;0.257351768;8.85E-05;-0.00215537;2004;523620.7349;534548.962;2126650.371;276809.486
GRC;0.506347656;0.354233501;5.15E-04;1.60E-04;2004;36579.13591;67830.34452;248425.6736;27271.8541
HUN;0.502246094;0.580078738;1.52E-04;-5.63E-04;2004;59362.41073;63431.1062;99662.08597;44290.3033
IDN;0.252050781;0.242608319;9.89E-05;6.55E-04;2004;81394.0513;65882.07952;240366.6582;46332.86633
IND;0.480078125;0.327881096;4.31E-04;-2.10E-04;2004;123820.2274;128122.5434;708167.6172;95749.51676
IRL;0.277832031;0.45726419;7.78E-05;2.26E-04;2004;149748.2216;117771.7068;143662.2598;84303.14758
ITA;0.462890625;0.360234952;4.06E-04;-0.002938964;2004;405297.4032;395652.8785;1635604.327;238857.1197
JPN;0.444140625;0.182200753;1.87E-04;-0.003579814;2004;613148.2821;467719.9779;4425185.753;289067.7016
KOR;0.388671875;0.40114874;3.25E-04;0.001196757;2004;289120.5062;240516.6253;645864.9236;178837.6462
LTU;0.530371094;0.488904742;1.61E-04;-5.49E-04;2004;9118.868481;11091.37238;23135.27042;6466.008123
LUX;0.326953125;0.614631441;5.35E-05;-1.85E-04;2004;44264.24514;38409.27131;26388.79595;29223.23177
LVA;0.4;0.419709968;2.46E-04;-5.22E-04;2004;5203.754617;7141.454545;15031.29354;3887.548562
MEX;0.606542969;0.449185724;6.28E-04;0.003287107;2004;191138.682;195191.5168;750282.168;123963.8191
MLT;0.466796875;0.533516706;1.53E-04;3.82E-05;2004;3345.340328;4078.394403;5999.811674;2307.979437
NLD;0.398828125;0.406743593;1.35E-04;-8.43E-04;2004;313839.401;257878.8567;526815.1923;177490.1281
POL;0.486328125;0.463159285;1.20E-04;-0.001083053;2004;93780.53402;95764.78369;243967.3979;62578.74192
PRT;0.535644531;0.450393391;1.40E-04;0.002284512;2004;45584.91134;62850.10139;185917.629;34275.6289
ROM;0.417578125;0.426163256;9.71E-05;-7.40E-04;2004;25567.90899;32323.28029;78975.46108;18696.77384
RUS;0;0.073468585;1.26E-05;-0.005653363;2004;174985.6288;108093.6759;475425.8489;48394.95928
RoW;0.353515625;0.34408211;4.98E-04;-5.21E-04;2004;1623206.219;1798467.07;4532294.079;1117195.64
SVK;0.468359375;0.578343079;7.55E-05;3.78E-04;2004;30296.91382;30326.50434;40971.95106;20886.86015
SVN;0.396484375;0.463297556;1.37E-04;0.001229764;2004;18044.29174;18654.9436;32350.07267;11471.98836
SWE;0.401171875;0.369505045;1.53E-04;0.001282272;2004;159190.8794;123953.5382;306333.1502;81912.35
TUR;0.555859375;0.451212226;2.97E-04;0.001756405;2004;71898.7902;93903.93828;390403.117;59872.01712
TWN;0.424609375;0.493351103;3.14E-04;9.59E-04;2004;206297.2075;185090.7715;311310.3533;128567.1765
USA;0.503417969;0.224449684;2.88E-04;-0.001661875;2004;1073132.507;1624997.121;1.25E+07;874183.423
AUS;0.330859375;0.203489603;9.92E-05;0.001362577;2005;149343.2116;151441.7044;705959.6092;80858.91289
AUT;0.443359375;0.417957985;5.28E-05;8.90E-04;2005;144305.813;133793.8766;280198.4041;81308.20922
BEL;0.443359375;0.494144058;1.48E-04;9.02E-04;2005;247065.8033;221153.7766;336740.7142;148021.6605
BGR;0.413671875;0.491662767;1.06E-04;6.85E-04;2005;10701.97598;14190.52867;28482.75557;8377.697852
BRA;0.462890625;0.249933043;2.35E-04;-4.63E-04;2005;134029.7983;96807.00422;795202.7075;67537.06319
CAN;0.379296875;0.29828126;2.13E-04;2.20E-04;2005;416185.0884;355455.4604;1037155.284;201749.2947
CHN;0.259082031;0.336054401;1.12E-04;0.00167728;2005;836718.7886;670058.922;2123614.431;525262.2567
CYP;0.450390625;0.340032397;1.95E-04;-4.71E-04;2005;3450.090408;6664.356065;18862.99939;2501.062552
CZE;0.352734375;0.514963119;1.10E-04;2.31E-04;2005;85928.97309;81433.61113;116670.2456;58122.03046
DEU;0.424609375;0.328018753;1.19E-04;0.001176822;2005;1095999.953;865640.0655;2427501.142;511121.7616
DNK;0.444140625;0.391454516;1.86E-04;-3.01E-04;2005;112538.8377;96932.12861;220830.0162;61490.15917
ESP;0.475390625;0.3995523;2.26E-04;-0.001796487;2005;245985.9206;326928.6788;1156846.424;190818.1726
EST;0.278417969;0.415075861;7.98E-05;-0.001446407;2005;8210.894293;9115.805581;14990.55825;5508.001321
FIN;0.403515625;0.388540259;1.82E-04;-3.65E-04;2005;79071.61067;68175.82698;173329.6695;48127.58923
FRA;0.562109375;0.392169937;7.75E-04;1.34E-05;2005;517609.7627;517951.354;2035951.204;310658.9888
GBR;0.369140625;0.252709914;8.98E-05;-0.001444816;2005;547244.8031;574998.7474;2219255.48;298002.1653
GRC;0.493359375;0.342339686;4.51E-04;0.001324556;2005;37936.24852;68675.0827;258633.0638;27454.32833
HUN;0.463671875;0.563558313;1.15E-04;0.001165093;2005;67510.23954;70392.29691;105698.1457;49384.42434
IDN;0.188574219;0.222976924;7.63E-05;9.02E-04;2005;93886.81929;78243.84573;264891.8244;52352.2048
IND;0.496484375;0.354944211;4.41E-04;2.51E-04;2005;157727.974;169922.1163;838895.0979;122513.3225
IRL;0.292480469;0.468963334;9.08E-05;-5.81E-04;2005;159911.9322;131133.9243;162039.9478;91970.12523
ITA;0.469921875;0.380342399;4.37E-04;9.86E-04;2005;428302.3203;429718.5444;1692797.135;265850.2084
JPN;0.444140625;0.205822949;2.31E-04;-0.003484166;2005;653686.588;530733.0927;4424927.229;337252.1094
KOR;0.402734375;0.417813731;3.77E-04;9.45E-04;2005;327944.6507;281709.8086;770938.5109;213349.5536
LTU;0.485546875;0.481971967;1.65E-04;1.69E-04;2005;12539.70727;14441.40511;26710.88807;8504.385881
LUX;0.313671875;0.61676824;4.35E-05;4.08E-04;2005;49834.59819;42511.94892;28334.21382;32969.33085
LVA;0.366015625;0.404371388;1.82E-04;-1.30E-04;2005;6561.422502;8617.061831;17242.57643;4695.493546
MEX;0.587890625;0.432329627;6.54E-04;-4.85E-04;2005;218309.8839;219826.5499;835482.2187;137732.9388
MLT;0.430859375;0.517788749;1.34E-04;6.81E-04;2005;3577.497993;4367.586186;6362.616866;2467.739738
NLD;0.396484375;0.415202172;1.42E-04;5.96E-04;2005;341871.7647;276263.2219;544249.124;194330.7266
POL;0.480859375;0.452582208;1.13E-04;7.34E-04;2005;112144.8791;109753.1605;286047.1981;73109.02901
PRT;0.541503906;0.466629315;1.56E-04;0.001457194;2005;46689.04651;66279.3469;193276.4583;36845.97331
ROM;0.4;0.404263127;9.31E-05;-4.49E-04;2005;31153.80005;41395.48746;103750.5049;23935.93642
RUS;0;0.071198822;1.37E-05;-0.013405771;2005;226895.3392;137665.4329;602804.6969;61198.07264
RoW;0.337109375;0.331892023;5.21E-04;8.28E-04;2005;2014786.557;2135585.955;5170812.425;1331369.997
SVK;0.471484375;0.583412875;5.95E-05;0.001284301;2005;34796.84523;35572.90982;47250.08439;24063.3776
SVN;0.394921875;0.472050301;1.28E-04;0.001184008;2005;20166.8375;20708.97728;34224.5572;12825.79872
SWE;0.402734375;0.387026946;1.66E-04;6.01E-05;2005;170943.4248;136436.2423;315517.0868;90728.84316
TUR;0.569140625;0.463489688;3.20E-04;-0.001822391;2005;83868.93611;112728.1829;484176.3271;72506.49932
TWN;0.430859375;0.502103405;3.49E-04;7.02E-04;2005;226720.5559;200893.3283;332014.8974;142840.5687
USA;0.498144531;0.236613026;3.14E-04;0.003481516;2005;1187011.403;1834853.242;1.33E+07;1019722.834
AUS;0.340234375;0.212127681;1.13E-04;5.94E-04;2006;161914.495;161775.1452;752184.1999;87956.00396
AUT;0.442578125;0.429561157;7.49E-05;-6.53E-04;2006;162637.1985;147182.4964;295069.567;91474.20461
BEL;0.453515625;0.513944162;1.64E-04;-8.35E-04;2006;273343.0274;246146.9154;358061.2172;167453.769
BGR;0.289550781;0.422566511;1.42E-04;0.001074381;2006;18922.04324;20576.42681;33643.70384;12365.21661
BRA;0.472265625;0.248530971;2.15E-04;-0.001244378;2006;156508.0797;118387.9986;984053.3086;80851.08042
CAN;0.396484375;0.301711483;2.42E-04;6.37E-04;2006;447523.3019;394786.2173;1184180.121;221584.4527
CHN;0.234765625;0.325229647;9.74E-05;-0.001146158;2006;1061578.033;802127.7392;2494241.457;641106.7816
CYP;0.494921875;0.3812715;3.10E-04;3.69E-04;2006;3796.769611;7593.469819;20693.4201;2974.979065
CZE;0.356640625;0.538030171;1.05E-04;-2.62E-04;2006;103876.1789;98543.67883;133873.0892;72086.28582
DEU;0.415234375;0.341841738;1.20E-04;0.001976443;2006;1258715.061;1003709.303;2533327.862;594736.4857
DNK;0.432421875;0.414062728;2.24E-04;5.41E-04;2006;128101.8201;115795.4626;239265.2004;73488.04303
ESP;0.493359375;0.429852895;2.40E-04;7.36E-04;2006;278285.2035;377946.4714;1274467.413;224912.5369
