Country;Bending;Reuse;Variance;Covariance;Year;Exports;Imports;Consumption;Max Flow
EST;0.416796875;0.524770209;9.29E-05;1.30E-04;2006;10009.09309;11651.08475;17377.31332;6924.335058
FIN;0.401171875;0.404054335;2.14E-04;0.001320979;2006;91424.99485;78162.40609;181962.5975;54538.1764
FRA;0.564453125;0.406357384;8.21E-04;-4.69E-05;2006;559843.158;569438.3537;2159155.348;346115.6447
GBR;0.375390625;0.261983204;1.02E-04;-9.99E-04;2006;607572.728;632001.0534;2374981.888;331882.256
GRC;0.492578125;0.366744382;6.14E-04;-0.001053917;2006;43661.84456;80437.73353;284219.461;30933.4012
HUN;0.433203125;0.573244121;9.74E-05;-2.19E-04;2006;81417.62972;83013.07791;107885.9051;59362.04607
IDN;0.165136719;0.192624258;5.46E-05;3.85E-04;2006;112559.6435;88144.22068;346386.8483;61056.00622
IND;0.475390625;0.365462772;3.31E-04;-0.002386948;2006;198123.9461;213375.1781;947707.174;158899.3055
IRL;0.302734375;0.467654919;9.45E-05;9.95E-04;2006;170932.3684;143958.7545;184763.8997;98316.46955
ITA;0.480859375;0.41494276;4.54E-04;0.002744418;2006;481657.0084;496999.2749;1785815.553;316158.3761
JPN;0.438671875;0.236045154;2.58E-04;0.001203062;2006;703104.2922;591311.6427;4219379.611;394143.4251
KOR;0.405859375;0.430347831;3.95E-04;0.001204869;2006;373619.0858;331011.0018;877018.3522;250526.1287
LTU;0.487109375;0.487752165;1.56E-04;4.88E-04;2006;14802.12922;17761.90811;31585.99848;9927.627932
LUX;0.287792969;0.627466152;4.27E-05;-6.21E-04;2006;62816.27418;51665.70727;29456.55803;41729.40028
LVA;0.421484375;0.46231396;1.89E-04;8.51E-05;2006;7471.602852;11386.66725;22715.14989;6231.269382
MEX;0.583984375;0.428724846;6.29E-04;0.001404808;2006;251495.907;250118.9876;936424.5229;155655.3985
MLT;0.410546875;0.541441795;1.62E-04;5.33E-05;2006;4339.149206;5158.88791;6760.322517;3060.105913
NLD;0.396484375;0.427675761;1.60E-04;9.28E-04;2006;374203.8326;309369.2565;583072.1271;218526.566
POL;0.476171875;0.477247011;1.09E-04;1.65E-04;2006;137120.5862;137410.6117;324890.1688;93629.43849
PRT;0.531542969;0.465889136;1.53E-04;-2.37E-04;2006;55476.36593;74631.97354;204838.9317;42128.45343
ROM;0.403515625;0.409251982;7.85E-05;-9.94E-05;2006;38170.10389;52856.4065;130244.6213;29788.49193
RUS;0;0.067898659;1.44E-05;-0.011727879;2006;285063.8968;177506.7717;790493.0853;75893.83461
RoW;0.337109375;0.328159759;5.83E-04;8.37E-04;2006;2317531.535;2481827.597;5955605.491;1547291.442
SVK;0.455859375;0.591575861;6.34E-05;0.001234254;2006;44573.17286;45020.04974;55318.99913;30947.66189
SVN;0.377734375;0.475910341;1.17E-04;0.001132014;2006;23592.17262;24089.40385;37343.71449;14881.12356
SWE;0.4;0.397108431;1.62E-04;6.05E-04;2006;192960.4107;155369.5668;339603.985;103516.4757
TUR;0.591015625;0.498144133;3.83E-04;-0.001152475;2006;96586.47947;135671.4078;541456.0242;86844.68413
TWN;0.423828125;0.519971982;3.26E-04;-1.47E-05;2006;250928.0039;218687.4562;336705.3722;161639.6839
USA;0.503417969;0.247286778;3.46E-04;-0.003341215;2006;1348900.289;2032551.149;1.41E+07;1145546.871
AUS;0.352734375;0.226563967;1.29E-04;9.41E-04;2007;195359.1986;203614.1455;916600.6632;112033.5947
AUT;0.437109375;0.431323407;6.00E-05;0.001986047;2007;194688.0976;174264.314;338807.9358;108578.2954
BEL;0.455859375;0.523306337;1.53E-04;7.67E-04;2007;324688.8369;292889.7922;411351.6355;201407.2451
BGR;0.451953125;0.599987487;1.29E-04;-4.58E-05;2007;23672.7994;30675.4327;44046.72969;19772.7519
BRA;0.469140625;0.250655383;2.40E-04;-0.001832803;2007;182673.1338;153431.6348;1253047.484;103015.1042
CAN;0.404296875;0.299432069;2.68E-04;2.56E-04;2007;479760.7026;429994.4633;1321415.959;237927.9006
CHN;0.225390625;0.315594517;1.01E-04;-1.70E-04;2007;1342004.109;973630.8358;3176598.337;795463.1946
CYP;0.494921875;0.400113018;3.63E-04;0.001039306;2007;4611.579024;9632.783878;24877.60279;3729.031752
CZE;0.349609375;0.538415749;1.00E-04;0.001348437;2007;133682.1416;123846.6438;160249.1942;90236.72988
DEU;0.409765625;0.347800368;1.15E-04;-0.001719899;2007;1510355.823;1170974.864;2835592.011;711750.6066
DNK;0.437109375;0.432037699;2.26E-04;7.33E-04;2007;147311.5726;135452.4161;274629.126;87483.65902
ESP;0.502246094;0.438923729;2.73E-04;-6.25E-04;2007;334952.8747;453611.8549;1494496.884;273135.0376
EST;0.400390625;0.481514593;9.21E-05;-4.47E-04;2007;11380.25569;13466.35096;22206.61889;7769.341136
FIN;0.401953125;0.402681539;2.05E-04;-3.25E-06;2007;109319.493;92552.16894;215165.8067;65047.81652
FRA;0.576953125;0.4192851;8.74E-04;-1.82E-05;2007;636358.9652;660250.9988;2489622.856;401281.8292
GBR;0.374609375;0.258368958;9.64E-05;0.001991256;2007;703544.6465;729681.2552;2728347.992;383868.1918
GRC;0.480859375;0.361849798;5.24E-04;0.001804448;2007;51368.76767;98724.66465;337117.1799;35984.29179
HUN;0.423828125;0.569438177;8.66E-05;-3.19E-04;2007;103086.9679;101586.1914;127523.6816;73504.63471
IDN;0.181738281;0.191697919;5.20E-05;-2.26E-04;2007;125466.0794;102583.4474;415640.8274;68672.70721
IND;0.475390625;0.364120991;3.33E-04;-0.001571216;2007;242725.1209;268350.444;1204681.997;199424.9393
IRL;0.292480469;0.461301435;9.84E-05;-3.90E-04;2007;202338.865;171829.4849;215565.3852;116295.4539
ITA;0.478515625;0.416810338;4.41E-04;-4.94E-04;2007;574777.8683;577897.9514;2017936.921;372066.9832
JPN;0.437109375;0.251277527;2.46E-04;0.001658773;2007;772058.4799;639123.6429;4201592.766;437864.9064
KOR;0.396484375;0.435187667;3.65E-04;6.52E-04;2007;436228.1594;385382.9787;966246.3363;291192.2181
LTU;0.463671875;0.442952688;1.23E-04;0.001050224;2007;17519.47616;22277.30432;41775.60354;10862.95536
LUX;0.266699219;0.631048808;3.19E-05;-2.76E-04;2007;79144.18051;64671.50393;34660.91308;52785.04473
LVA;0.449609375;0.456710815;1.81E-04;0.001350104;2007;10035.70747;15338.7995;32441.6419;8408.533436
MEX;0.580859375;0.423971256;6.09E-04;0.001073359;2007;275760.1254;277634.0123;1022320.781;170098.5414
MLT;0.381640625;0.528826338;1.81E-04;-8.12E-04;2007;5320.752546;6223.194436;7877.482005;3707.340152
NLD;0.391015625;0.422279757;1.63E-04;-6.65E-04;2007;436276.723;357993.6781;671502.0484;250347.6259
POL;0.467578125;0.476921219;9.93E-05;-9.78E-04;2007;174806.1503;179302.8797;409328.4076;118620.5445
PRT;0.523925781;0.457557457;1.43E-04;0.001159639;2007;66247.69671;87100.15225;237321.0979;48781.19765
ROM;0.411328125;0.397400893;6.93E-05;-9.91E-04;2007;48894.8001;71798.65765;183822.8713;38045.00042
RUS;0;0.066181798;2.20E-05;-0.019314967;2007;326695.756;241530.2946;1095176.217;98946.8952
RoW;0.337890625;0.337489232;6.04E-04;-4.05E-04;2007;2656330.434;3029337.422;7159128.051;1850626.954
SVK;0.438671875;0.580476387;6.27E-05;3.69E-04;2007;61061.86257;59368.93889;71808.75604;41776.57378
SVN;0.370703125;0.484243468;1.04E-04;-2.61E-04;2007;29219.03958;30342.35997;45911.44536;18936.16361
SWE;0.411328125;0.411097665;1.69E-04;-3.47E-04;2007;226789.4311;186026.5539;395724.2387;124390.2249
TUR;0.599707031;0.505206777;4.03E-04;-6.54E-04;2007;119530.0192;164454.8311;661962.7371;107908.0723
TWN;0.405859375;0.516129221;3.18E-04;0.001997453;2007;277126.0254;235846.0433;346764.229;175477.8976
USA;0.499609375;0.24512332;3.13E-04;5.14E-04;2007;1530925.436;2161402.767;1.48E+07;1222666.339
AUS;0.349609375;0.226082583;1.42E-04;9.37E-04;2008;243242.166;223979.5048;984650.0011;126661.2709
AUT;0.431640625;0.438554727;8.33E-05;-8.60E-04;2008;218578.1557;197448.3131;376966.8535;124516.5959
BEL;0.476171875;0.557773038;1.73E-04;6.67E-04;2008;375094.153;354991.5251;470776.1657;246616.7173
BGR;0.444140625;0.586259231;1.28E-04;-0.001321826;2008;28533.01439;37860.24387;54463.69157;23542.95429
BRA;0.465234375;0.271137586;2.13E-04;0.00380176;2008;225925.7872;211376.0239;1528972.504;144373.7759
CAN;0.408984375;0.302750833;3.67E-04;1.32E-04;2008;511222.8189;465299.2361;1411603.129;257644.3086
CHN;0.227734375;0.299972893;1.01E-04;8.12E-04;2008;1581532.916;1165162.304;4158318.537;938515.9998
CYP;0.553515625;0.461904638;4.82E-04;-0.001100862;2008;5147.430495;11415.83903;29352.52589;4382.910283
CZE;0.359765625;0.538745767;1.04E-04;-3.95E-04;2008;160845.9207;149210.1479;201160.0176;109662.195
DEU;0.427734375;0.360235805;2.62E-04;1.99E-04;2008;1671979.628;1323009.708;3129273.033;811526.607
DNK;0.461328125;0.454396803;2.30E-04;-8.97E-04;2008;172483.9355;156527.1215;302105.1031;102896.6567
ESP;0.513378906;0.448886427;3.16E-04;1.10E-04;2008;366573.1715;483950.5663;1659682.139;301998.8165
EST;0.361328125;0.448147424;7.37E-05;-1.72E-04;2008;13084.97261;13935.87985;23128.26153;8402.332446
FIN;0.394140625;0.415481868;2.15E-04;-2.96E-05;2008;123398.0186;108837.9628;241733.9676;77016.76209
FRA;0.555078125;0.426829538;4.80E-04;-6.29E-04;2008;704818.8809;745498.9186;2765315.165;460090.35
GBR;0.359765625;0.266557971;1.06E-04;-0.002014508;2008;737461.6494;748582.5061;2594315.153;399782.0567
GRC;0.487109375;0.386180487;7.75E-04;0.002060231;2008;60927.84465;115536.1327;380873.2623;42293.48082
HUN;0.433984375;0.576806757;9.30E-05;9.25E-05;2008;116244.7175;116238.9654;146158.4999;83639.53209
IDN;0.135449219;0.190732131;6.25E-05;-7.77E-04;2008;150603.2965;137567.5178;506276.7685;87298.12265
IND;0.519824219;0.391360015;4.59E-04;-0.00124004;2008;259622.8954;294846.6858;1329637.334;211301.4662
IRL;0.282519531;0.472563719;1.03E-04;3.18E-04;2008;213772.9474;181990.3628;219650.3349;126292.6291
ITA;0.487109375;0.424412591;3.29E-04;0.002290111;2008;620446.2325;633477.9623;2211442.792;408892.7911
JPN;0.459765625;0.300203483;3.14E-04;-0.003464612;2008;861051.1597;782839.9845;4735979.682;565359.2483
KOR;0.391015625;0.506412189;3.52E-04;-7.53E-04;2008;495057.2989;473784.9223;898678.9557;366926.5569
LTU;0.515136719;0.529109615;2.09E-04;-8.65E-05;2008;24346.73257;29376.43802;49922.23486;17030.40868
LUX;0.270800781;0.634334353;3.44E-05;1.32E-04;2008;90750.60586;74058.07531;39493.36841;61106.79825
LVA;0.405078125;0.408029414;7.24E-05;-3.87E-04;2008;12076.11245;16280.53567;36267.06761;9201.679157
MEX;0.574609375;0.417167204;7.10E-04;0.002268332;2008;284015.8771;294482.5077;1106151.834;176991.4982
MLT;0.380078125;0.514938833;1.86E-04;-5.27E-04;2008;5961.310997;6853.357676;8970.689386;4102.81855
NLD;0.380078125;0.435932289;1.77E-04;-3.21E-04;2008;527855.1144;438605.7237;751489.3769;309406.9975
POL;0.469140625;0.47835865;1.11E-04;-0.001528037;2008;213238.2919;225277.3744;520890.1697;148005.4415
PRT;0.543261719;0.488123238;1.62E-04;-9.68E-07;2008;72611.11583;100750.8945;265071.77;56629.36673
ROU;0.4;0.398517491;7.69E-05;6.80E-04;2008;60280.25;86273.89949;220896.9062;46468.39038
RUS;0;0.068213241;3.00E-05;-0.023422492;2008;424573.452;322083.9598;1409500.772;130374.4856
RoW;0.307421875;0.305875918;5.37E-04;3.03E-04;2008;3336283.803;3569753.91;8519423.886;2187988.471
SVK;0.437109375;0.575100979;7.07E-05;0.001061819;2008;73507.38015;72874.14163;92710.24796;50802.11964
SVN;0.373046875;0.475497482;1.07E-04;1.90E-04;2008;32166.34057;34397.05637;54070.79185;20903.20031
SWE;0.419140625;0.431657218;1.89E-04;-0.002547548;2008;248132.5955;208723.9229;424529.6259;141048.4809
TUR;0.487109375;0.35588821;2.09E-04;0.002676489;2008;147548.2991;192754.4439;746949.6903;98921.89527
TWN;0.425390625;0.550036219;3.77E-04;-5.86E-04;2008;288769.5137;258045.0856;364682.366;194659.0214
USA;0.513378906;0.275565677;3.86E-04;1.41E-04;2008;1641838.639;2337644.785;1.51E+07;1390790.535
AUS;0.300390625;0.181066739;1.02E-04;-3.03E-04;2009;200696.4909;192821.0875;975694.9032;106133.0644
AUT;0.430078125;0.397246779;8.51E-05;-3.01E-04;2009;168010.1085;153419.2308;350168.2036;91994.48683
BEL;0.451171875;0.492891763;1.55E-04;6.37E-04;2009;301037.7153;275136.1309;429727.4136;181375.3828
BGR;0.352734375;0.469506941;1.16E-04;0.001042416;2009;21725.16391;24912.58947;46036.87923;15880.82812
BRA;0.463671875;0.223052398;1.85E-04;5.12E-05;2009;177168.1491;168974.3391;1509595.844;106412.3384
CAN;0.415234375;0.294055176;3.31E-04;8.97E-04;2009;377137.5456;381023.5274;1292959.13;203866.5199
CHN;0.230859375;0.262674116;1.10E-04;0.00111641;2009;1333217.087;1048884.493;4748919.867;818232.5332
CYP;0.478515625;0.366512589;3.54E-04;-1.35E-05;2009;4628.495071;8671.106144;26052.64997;3758.89493
CZE;0.367578125;0.499355467;1.31E-04;-0.001122888;2009;121602.4112;110242.0218;172837.0679;78305.65904
DEU;0.451171875;0.325644167;2.81E-04;9.88E-04;2009;1265888.368;1004959.191;2903952.935;574325.8386
DNK;0.479296875;0.420737275;3.21E-04;2.34E-04;2009;133160.8006;117439.9567;272647.0121;75044.30075
ESP;0.487109375;0.378136058;2.86E-04;4.19E-05;2009;293688.1744;350325.2464;1483541.275;215946.9323
EST;0.325390625;0.382121828;6.22E-05;-6.70E-04;2009;9918.404045;8832.514306;16806.46791;5599.510638
FIN;0.407421875;0.378953899;2.17E-04;2.76E-04;2009;87225.82517;79860.24615;216527.2193;53701.58148
FRA;0.569921875;0.406005805;6.10E-04;9.84E-04;2009;564578.9427;595525.524;2561139.219;350726.384
GBR;0.348828125;0.248268718;1.05E-04;-1.03E-04;2009;572279.8217;577281.3172;2115434.042;296823.6414
GRC;0.484765625;0.328072982;6.57E-04;-0.001327252;2009;45928.47664;89996.06911;351589.0732;32033.48519
HUN;0.403515625;0.519391725;1.30E-04;-0.001177017;2009;86121.6411;81386.02891;114323.0042;57147.30313
IDN;0.151855469;0.157174216;6.46E-05;-0.001386144;2009;130588.2704;109126.0964;527370.7819;71096.72124
IND;0.575390625;0.424879292;7.28E-04;-0.002192599;2009;227253.9757;267974.3402;1367541.099;188936.7524
IRL;0.276074219;0.477074878;9.93E-05;-0.001386121;2009;195689.1157;154971.7878;174444.5014;114522.3614
ITA;0.481640625;0.37008533;3.98E-04;-0.001880628;2009;467638.5561;476147.3121;2023016.841;287942.8129
JPN;0.474609375;0.230147487;2.80E-04;0.003491236;2009;640035.8933;569068.8024;4871828.105;372021.5189
KOR;0.361328125;0.443121883;3.37E-04;-0.001725333;2009;407710.1967;352512.8733;765613.436;269859.2987
LTU;0.492578125;0.453163091;2.32E-04;-6.47E-04;2009;17787.7088;18317.81363;35394.60285;10514.25662
LUX;0.273730469;0.627823291;3.53E-05;-1.28E-04;2009;79204.17785;63756.89569;35605.47734;53103.68468
LVA;0.325390625;0.324674495;1.44E-04;-0.001039589;2009;9650.080882;10057.26024;25106.5839;5765.799939
MEX;0.555078125;0.387493849;5.07E-04;-5.32E-04;2009;219208.2938;221336.6335;866632.2575;129219.661
MLT;0.363671875;0.466293739;1.63E-04;3.86E-04;2009;4978.867309;5595.790093;8187.350963;3257.703402
NLD;0.387109375;0.414976938;1.49E-04;7.88E-04;2009;431915.971;362207.7;694372.9374;251103.6838
POL;0.455859375;0.428313527;9.34E-05;2.63E-04;2009;165890.0608;158895.3922;406349.7512;102846.2226
PRT;0.533300781;0.441040162;2.09E-04;0.001550502;2009;56774.35462;77465.8001;241008.2465;42152.90534
ROU;0.350390625;0.340962588;5.56E-05;-2.11E-04;2009;46893.38914;56842.50005;165733.6942;33317.94001
RUS;0;0.050890925;1.21E-05;-0.01536223;2009;286686.3468;216665.4578;1066747.671;70052.60513
RoW;0.337890625;0.304097751;5.79E-04;-7.43E-04;2009;2360037.219;2797099.208;8143928.478;1705866.352
SVK;0.430078125;0.521232449;7.86E-05;-1.75E-04;2009;57239.25845;55238.94692;84099.72688;36538.16875
SVN;0.366015625;0.420659989;1.25E-04;-7.44E-04;2009;24932.81611;24863.44795;46213.1777;14991.98356
SWE;0.436328125;0.402395513;1.36E-04;-0.001348453;2009;181913.1667;152138.6113;351008.9235;99620.27372
TUR;0.467578125;0.294250445;1.63E-04;-6.01E-04;2009;117814.3359;136836.0124;603881.3303;65388.146
TWN;0.420703125;0.481627641;3.93E-04;-2.11E-04;2009;229938.5594;189322.1253;329049.4563;139333.6113
USA;0.508105469;0.210143635;2.68E-04;-0.002777133;2009;1402113.705;1779776.512;1.45E+07;990168.5007
AUS;0.287207031;0.170015009;9.64E-05;5.35E-04;2010;273733.2837;240089.8933;1205603.405;131846.9564
AUT;0.437109375;0.423453952;8.13E-05;9.39E-04;2010;179111.3492;165293.9424;346888.5774;101284.5317
BEL;0.465234375;0.526468362;1.55E-04;7.95E-04;2010;322584.6403;298178.2942;430450.2042;203464.2832
BGR;0.353515625;0.471272897;1.16E-04;-0.001078284;2010;21334.01389;24512.33355;45234.28786;15651.06844
BRA;0.463671875;0.230875862;1.68E-04;1.93E-04;2010;232982.246;235979.0571;1970776.637;147829.0419
CAN;0.405859375;0.299786384;3.14E-04;0.00184855;2010;449279.4349;456234.5499;1516270.046;245996.7198
CHN;0.237109375;0.288481819;1.15E-04;8.03E-05;2010;1743486.41;1433395.773;5687223.392;1118012.814
CYP;0.477734375;0.365765502;3.53E-04;3.47E-04;2010;4524.51134;8483.884251;25474.10315;3674.228029
CZE;0.390234375;0.550570643;1.26E-04;9.21E-05;2010;136855.5518;126404.0674;175656.2894;92933.45739
DEU;0.447265625;0.353577361;2.79E-04;-5.51E-04;2010;1391738.951;1107225.283;2890038.72;666278.8267
DNK;0.462890625;0.415304947;2.33E-04;-0.001215993;2010;141872.7356;121416.0352;268067.5775;78197.72379
ESP;0.508105469;0.418117449;2.90E-04;-0.001058396;2010;322167.1716;380447.8297;1415886.44;239081.806
EST;0.326953125;0.382240126;6.25E-05;-1.40E-04;2010;9835.29309;8765.490445;16667.32175;5538.738677
FIN;0.412890625;0.408273156;2.47E-04;-0.001296173;2010;93309.53474;86651.94404;214919.5371;59900.75489
FRA;0.575390625;0.433251867;5.89E-04;-0.001252564;2010;609073.76;642703.1532;2512759.522;388539.6582
GBR;0.376171875;0.276853772;1.37E-04;9.68E-04;2010;617534.523;639541.134;2196081.211;331134.8804
GRC;0.487890625;0.328578115;6.14E-04;-0.001414165;2010;42838.23783;83993.9386;327916.0453;29879.47484
HUN;0.374609375;0.533025528;8.44E-05;0.001197448;2010;97512.05486;90529.20677;113839.5867;65606.58445
IDN;0.093408203;0.149959235;6.04E-05;4.78E-04;2010;171667.8542;151155.0065;694385.8446;98000.79696
IND;0.550390625;0.394996733;6.08E-04;-4.05E-04;2010;308575.87;340763.4322;1685732.92;233976.6277
IRL;0.252050781;0.481103146;1.06E-04;1.45E-04;2010;197740.6452;152820.4045;155756.7128;115364.479
ITA;0.505175781;0.428325447;4.21E-04;0.001409485;2010;514167.574;547652.1594;1985304.303;343764.043
JPN;0.465234375;0.249845503;2.69E-04;0.003755071;2010;835356.3576;705549.5026;5269732.975;476163.1066
KOR;0.355859375;0.46102822;3.07E-04;0.003295395;2010;519652.8568;461432.2107;926872.6196;350340.2587
LTU;0.494140625;0.455504356;2.33E-04;-0.001295732;2010;17525.20607;18058.36247;34859.21782;10384.50106
LUX;0.274902344;0.628459586;3.53E-05;-2.59E-05;2010;81066.96977;65248.17954;36435.42519;54337.57252
LVA;0.326171875;0.32584112;1.45E-04;8.03E-04;2010;8957.404367;9340.76766;23306.68781;5372.381811
MEX;0.558984375;0.404837458;4.69E-04;5.89E-04;2010;286285.297;284403.5107;1018125.171;170607.1741
MLT;0.356640625;0.466663717;1.64E-04;-8.22E-04;2010;5036.950047;5661.191735;8285.117519;3297.767396
NLD;0.397265625;0.444989229;1.58E-04;-1.65E-04;2010;468328.0082;391264.3343;675552.0279;277884.8887
POL;0.475390625;0.473279172;1.25E-04;-8.94E-04;2010;191581.3705;189481.4807;441430.5313;125876.454
PRT;0.529199219;0.437937748;2.10E-04;-5.15E-05;2010;55295.9716;75499.76437;234728.4973;40946.78159
ROU;0.353515625;0.342106648;5.54E-05;-6.55E-04;2010;46919.0149;56910.10925;165828.8627;33282.06679
RUS;0;0.052349049;2.15E-05;-0.029240944;2010;371743.201;280014.1244;1275772.173;91197.50471
RoW;0.349609375;0.306497879;6.06E-04;2.36E-04;2010;2870206.468;3275723.425;9265314.627;1961861.529
SVK;0.430078125;0.521870104;7.79E-05;-0.001075261;2010;56957.86595;54970.30953;83690.37676;36421.79443
SVN;0.366796875;0.421722976;1.24E-04;1.10E-04;2010;23731.53876;23681.74;43996.68174;14311.61523
SWE;0.442578125;0.414074323;1.87E-04;-2.47E-05;2010;212123.1098;178440.3976;400598.5239;118479.0767
TUR;0.493359375;0.328783905;1.94E-04;8.93E-04;2010;129404.4005;178749.4805;740113.4652;81361.8049
TWN;0.403515625;0.519955732;3.39E-04;-4.21E-04;2010;311633.1065;268995.9397;383557.4358;198383.5482
USA;0.516894531;0.246621994;2.95E-04;0.001660041;2010;1634458.3;2142527.401;1.51E+07;1230204.261
AUS;0.296582031;0.188413993;1.19E-04;0.001588045;2011;326818.2303;304332.9675;1417152.109;171284.1937
AUT;0.444140625;0.448765645;8.07E-05;-0.001951307;2011;212266.7921;200016.4755;388543.0043;124306.4434
BEL;0.476171875;0.553115796;1.68E-04;9.36E-04;2011;371397.6322;349087.3259;474726.7746;243171.2687
BGR;0.353515625;0.471448732;1.15E-04;-5.75E-04;2011;23898.36288;27470.14003;50675.84211;17548.38244
BRA;0.480859375;0.252738563;2.03E-04;0.001040248;2011;294453.4472;299324.0937;2256495.43;187490.6128
CAN;0.395703125;0.296503738;2.97E-04;-1.07E-04;2011;518169.6416;514288.1929;1661648.036;277659.1377
CHN;0.234765625;0.294888472;1.13E-04;-0.001637385;2011;2086189.164;1791452.591;7092210.467;1434967.935
CYP;0.480078125;0.368141472;3.55E-04;-6.66E-04;2011;4868.039618;9139.973984;27417.92984;3952.507702
CZE;0.369921875;0.550810416;1.14E-04;7.26E-04;2011;164829.4512;150593.0456;190373.2134;110841.1717
DEU;0.446484375;0.368710915;2.70E-04;8.96E-04;2011;1602979.131;1304427.803;3191065.837;791780.5266
DNK;0.458984375;0.43179449;2.42E-04;5.93E-04;2011;159117.5198;136733.3268;284718.735;90687.4025
ESP;0.512792969;0.434182521;2.79E-04;-0.002588123;2011;386533.8063;428282.5129;1489128.683;277455.9271
EST;0.327734375;0.383065267;6.27E-05;0.001044517;2011;11484.27459;10239.27787;19463.91954;6485.550726
FIN;0.441015625;0.443132597;2.74E-04;-3.93E-05;2011;104298.3074;102165.9118;243651.0059;71284.3949
FRA;0.577734375;0.44457609;5.79E-04;2.30E-04;2011;691459.8873;747139.6169;2732499.284;456852.1268
GBR;0.386328125;0.290996335;1.60E-04;-6.38E-05;2011;701475.354;715533.8121;2349654.854;378231.0396
GRC;0.484765625;0.327718066;6.58E-04;-5.35E-04;2011;42560.67722;83517.59708;325848.2433;29683.35195
HUN;0.363671875;0.539673015;7.22E-05;9.74E-04;2011;114320.0183;105574.6004;124188.5895;76831.32775
IDN;0.070849609;0.155301531;6.22E-05;-3.99E-04;2011;218789.1902;195968.7921;832968.3608;127604.2094
IND;0.566015625;0.405614327;6.11E-04;-2.99E-04;2011;338087.9502;376792.9026;1924106.619;267603.0426
IRL;0.252050781;0.485858769;1.03E-04;6.68E-04;2011;217243.0228;164753.2891;159065.5884;125134.4015
ITA;0.502246094;0.436261683;4.18E-04;-1.21E-04;2011;596636.6742;621037.842;2123707.59;396762.6501
JPN;0.481640625;0.283908753;3.17E-04;-1.65E-04;2011;895486.5191;870637.1507;5878860.892;589567.8386
KOR;0.365234375;0.487492226;3.28E-04;0.002378219;2011;612792.9435;552991.8694;1025119.756;426459.422
LTU;0.494921875;0.456289199;2.33E-04;4.30E-04;2011;20509.33022;21148.06832;40807.07873;12182.67458
LUX;0.276074219;0.628838197;3.55E-05;-1.98E-04;2011;90521.89744;72854.23506;40689.33736;60747.99175
LVA;0.325390625;0.326023226;1.25E-04;-6.18E-04;2011;10529.41666;10985.57549;27400.54872;6326.142037
MEX;0.543261719;0.399743;4.50E-04;-6.29E-04;2011;343625.1902;342163.7755;1145353.47;202667.1923
MLT;0.356640625;0.466943335;1.64E-04;-6.16E-04;2011;5513.315561;6200.802788;9070.51505;3611.733173
NLD;0.390234375;0.455558244;1.66E-04;8.75E-04;2011;537108.2064;446994.9714;724100.0565;321358.3879
POL;0.486328125;0.498873077;1.22E-04;-9.11E-04;2011;226830.7052;223457.4195;483953.9393;153105.7025
PRT;0.536230469;0.447688058;2.18E-04;-7.13E-04;2011;57468.40432;78516.70144;244026.6302;43422.51372
ROU;0.355859375;0.341570707;5.60E-05;0.002237432;2011;54125.95831;65697.23713;191317.5578;38061.82591
RUS;0;0.061319264;3.21E-05;-0.035527758;2011;485518.2353;362247.9682;1578578.256;135462.2707
RoW;0.302734375;0.259717903;4.73E-04;2.56E-04;2011;3197176.053;3484382.564;1.10E+07;2101143.063
SVK;0.430859375;0.523382012;7.86E-05;0.001126674;2011;62821.76302;60670.23772;92326.82466;40367.28595
SVN;0.365234375;0.421362413;1.25E-04;5.08E-04;2011;25313.64123;25272.14827;46939.1557;15291.54857
SWE;0.443359375;0.416790044;1.90E-04;0.001351703;2011;249485.0037;210863.157;470877.8886;140179.7026
TUR;0.503417969;0.377302195;1.96E-04;-0.003027349;2011;157020.3959;233376.3548;809932.3592;106814.4993
TWN;0.417578125;0.528555068;3.64E-04;-4.24E-04;2011;338208.6779;293689.3705;414900.311;218443.5369
USA;0.531542969;0.27291949;3.35E-04;-0.004900356;2011;1841074.87;2398985.404;1.57E+07;1422981.383
